#厦大新闻学教授谈张雪峰言论#,Query time: 2023-12-24 15:21:59,likes
新闻从业者，打工人声援李雪峰cr：主持人闰刚,2023-06-18 23:21,3562
邹教授讲的都很对，但不要回避核心的就业和收入问题。现实情况就是，不止新闻学，大部分文科类专业就业都存在同样的问题，太难就业了。张雪峰不推荐普通家庭学新闻、金融、管理这一类行业，出发点没有问题，学生没有社会经历，不知道行业真实情况到底是什么样，如果把行 邹教授讲的都很对，但不要回避核心的就业和收入问题。现实情况就是，不止新闻学，大部分文科类专业就业都存在同样的问题，太难就业了。张雪峰不推荐普通家庭学新闻、金融、管理这一类行业，出发点没有问题，学生没有社会经历，不知道行业真实情况到底是什么样，如果把行业差的一面都展示给他，仍立志从事新闻行业，需要鼓励支持，每一行都需要这种真正热爱的人，如果自己都模棱两可，意志不够坚定，就是一句话，别选！学好数理化，才是真的走遍天下都不怕，好好学习，尽量别选文科！,2023-06-18 23:20,2
要看他回答的，都是真真实实的社会问题，确实应该反思 ,2023-06-18 23:20,0
呵，新时代学究 ,2023-06-18 23:20,0
他粉丝多当然是他站在学生的角度看问题只是想大家能好就业有口饭吃而已跟他较什么劲呢到底 ,2023-06-18 23:19,3
大学教授懂个屁的就业，说话如放屁，放屁如打雷,2023-06-18 23:19,15
没学过新闻的只会让人把自己孩子打晕，学过的至少还能带有些共情心理地去辩证看待某个问题。这本身也是读大学读书的意义。严格来说，读书本身就是理想主义的一件事，对于大部分所谓“普通家庭”的人来说也是高投入且不一定高回报的事情。如果在一个孩子只有十八岁的时候 没学过新闻的只会让人把自己孩子打晕，学过的至少还能带有些共情心理地去辩证看待某个问题。这本身也是读大学读书的意义。严格来说，读书本身就是理想主义的一件事，对于大部分所谓“普通家庭”的人来说也是高投入且不一定高回报的事情。如果在一个孩子只有十八岁的时候你就告诉他什么火热你就要学什么，什么赚钱你就要学什么那才是中国教育的悲哀。一个良性的社会从来都该是支持梦想和喜爱，而不是强行纠正一个十八岁孩子可能不那么成熟的理想。普通家庭的有关于此的问题在于孩子的试错成本太高，这才是这个社会该做出反省的事情。争论哪一个专业的就业率高低本身也不该是高等教育本质意义。,2023-06-18 23:19,6
你不能保证所有喜欢新闻学的学生都能考到985211的研吧 ,2023-06-18 23:18,0
所有新媒体从业人员都是新闻传播学之耻，还有人不知道？ ,2023-06-18 23:18,4
谈了三四天了，非要我说明白点吗？张雪峰只是说出了【普通人家的孩子如果想通过读书过得好，尽可以的去选择/不去选择某些专业】你们既想让寒门学子做某些人的垫脚石，又不想让他们知道，那怎么办呢？捂住说实话的人的嘴啊 ,2023-06-18 23:17,197
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授@ 邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授@ 邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:17,10
这哥们说太多实话就容易得罪人，得罪人就是断人财路，国内砖家叫兽都坐不住了。 ,2023-06-18 23:17,0
我觉得新闻学的这些所谓的教授一点B数都没有，离开高校你什么都不是，还以为自己是什么权威，外语院校的教授们就很有自知之明，因为他们一出来说外语很有前途，英砖人会拿臭鸡蛋砸死他都不用别人来出声 ,2023-06-18 23:16,0
实际上，对新闻学院来说，可以不接受张雪峰的观点，但不能不正视自己的问题。就像中文系毕业的成为作家的不多，新闻学院毕业的，在互联网时代却不如其他专业的毕业生，确实需要反思。 ,2023-06-18 23:15,2
我建议部分大学老师不要指导也不要评价择业就业，因为很大一批教授们他自己就没有就过业，不食人间烟火还非让人家用湿柴烧火,2023-06-18 23:15,0
首先我们必须承认，无论从事什么样的行业职业学习，什么样的专业知识，在任何一个领域当中都有佼佼者，都有成功人士。但是，对于不普通的家庭来说，从事什么职业学习什么专业其实并不重要，因为他们有的是人脉和关系有的是机会去尝试和碰撞，即使错了失败了，换一个方向 首先我们必须承认，无论从事什么样的行业职业学习，什么样的专业知识，在任何一个领域当中都有佼佼者，都有成功人士。但是，对于不普通的家庭来说，从事什么职业学习什么专业其实并不重要，因为他们有的是人脉和关系有的是机会去尝试和碰撞，即使错了失败了，换一个方向从头再来也没有什么关系。可是，对于普通人来说，谁能够承担这样试错的结果？甚至对于绝绝绝大多数普通家庭来说，获得一个关于专业、就业方面的，正确性可行性相对较高的，指导的机会都不太多。所以，有些高居庙堂之上的人，就不要参与普通人关于生活就业等东西的讨论了。,2023-06-18 23:15,1
得罪了学新闻的就天天热搜是吗一个两个三个都要来批判，吵架没有输赢，自己选的路自己走 ,2023-06-18 23:14,0
张雪峰说的挺对的，有些专业，就业真的跟难受。比如土木工程，打灰到流泪,2023-06-18 23:14,8
大家赶紧来看看张雪峰说了什么？看看你是否同意呢？ ,2023-06-18 23:13,1
说来说去，就是张雪峰的言论威胁到了这个阶层的既得利益者，揭露了新传专业不好就业的现状，报这个专业的学生就会变少，这些教授专家就要没饭吃啦，说的冠冕堂皇其实就一句话，别扯掉我们的遮羞布别拆我们的台 ,2023-06-18 23:13,287
近年来厦大文科专业本科生就业率也不算好吧，不然怎么反应那么大 ,2023-06-18 23:13,0
它的分数再高 未来某一天我在决定考研时还是会选择新传这个专业 ,2023-06-18 23:12,0
再有一点    希望大家在感受中去了解这个世界   可以不那么功利   可以不那么现实      我知道肯定很多人会说不现实怎么去面对生活     其实我也没有答案   但是我希望的是做一个有丰富内心的人   任重而道远 ,2023-06-18 23:12,0
笑死我了，这不是自己打自己脸吗？他自己身为新闻学教授，都不推荐自己的孩子读新闻，然后告诉大家新闻是个好专业。而且全文列举了那么多条，围绕的重点竟然是张雪峰所说的“建议家长把孩子打晕”这一点展开。好歹也是一个教授啊，人家这话是什么意思你不会真不明白吧 笑死我了，这不是自己打自己脸吗？他自己身为新闻学教授，都不推荐自己的孩子读新闻，然后告诉大家新闻是个好专业。而且全文列举了那么多条，围绕的重点竟然是张雪峰所说的“建议家长把孩子打晕”这一点展开。好歹也是一个教授啊，人家这话是什么意思你不会真不明白吧？不会真觉得张雪峰是让家长把孩子物理打昏吧？不会吧不会吧？,2023-06-18 23:11,27
自媒体造就了一大帮见缝插针，迎合大众情绪的口嗨之人。就是学习的是热门专业到社会上也不一定有对口的行业接纳你。大学生要培养的是综合能力，只要你具备专业的文化底蕴，博览群书的知识储备，以及修身立本的道德熏陶，以及接人待物的落落大方，未来必定能在社会上立 自媒体造就了一大帮见缝插针，迎合大众情绪的口嗨之人。就是学习的是热门专业到社会上也不一定有对口的行业接纳你。大学生要培养的是综合能力，只要你具备专业的文化底蕴，博览群书的知识储备，以及修身立本的道德熏陶，以及接人待物的落落大方，未来必定能在社会上立足。还有大众应该接受的是传统文化教育，从而能立身做人，观察具备认知分析事物的能力，而不是个人胡说八道看似有道理的迎合大众情绪的所谓正能量！,2023-06-18 23:11,20
看到有人说，听邹振东老师的话，要倒大霉。我这里帮忙说两句。邹振东老师的弱传播，我推荐给不少朋友看过，读过的基本上都说好。里面的内容不说百分百正确，但绝大多数是可以应用到实际的。加上些新闻伦理知识，融会贯通以后基本上能应用所有的舆论话题。我号 看到有人说，听邹振东老师的话，要倒大霉。我这里帮忙说两句。邹振东老师的弱传播，我推荐给不少朋友看过，读过的基本上都说好。里面的内容不说百分百正确，但绝大多数是可以应用到实际的。加上些新闻伦理知识，融会贯通以后基本上能应用所有的舆论话题。我号做成这样，不说全是邹振东老师的功劳，最起码也占了小半数。当然，不必苛求所有人读新闻学，但也没必要否定新闻业，把书读懂读通后形成自己的思考是关键。铁肩担道义，妙手著文章，想成为一个好的新闻人，不仅要懂新闻学，跨学科知识也要掌握。很多报道为什么看上去可笑，就是因为记者不懂还不考证，又或是偏听偏信，只取一方观点。总之，新闻学是个看上去每个人都能说两句的学科，但其威力巨大，要去学，要弄懂，骂也好，夸也罢，自己的思考很重要。,2023-06-18 23:11,481
"张老师一开始就说了，这个专业的工作一般都要985211,普通的学校就别去考了。。然后出来回应的都是大牌院校的老师。。。人家说的本来就不是你，回应啥呢",2023-06-18 23:10,0
这种客观思辨能力在大学教师里也是难得的 ,2023-06-18 23:10,0
现在的教授这种逻辑思维的人都能当吗，不会审题是怎么教学生的，是想蹭热度当主播吗？大学教授不赚钱，想捞快钱了？？？ ,2023-06-18 23:09,6
虽然…我当时选它的原因是不用学数学但是这门学科是有它的魅力的，可即便这样也不能否认“新闻无学”，毕竟它是党的耳目喉舌，做好了毕业即失业的准备就来吧,2023-06-18 23:09,2
2020年的时候非常相信张雪峰，天天看他的视频。但是他现在都的言论有点偏激了，而且他有点飘飘然,2023-06-18 23:09,0
唉，这年头感觉跟别人谈新闻理想自己都不好意思说出来。遇到过很多真正有新闻理想的朋友，明明本身自己在艰难的坚持着。但是你要跟他谈这件事情，他们也只会自嘲的说一声。新闻理想要那玩意儿有什么用啊？然后急忙给你岔开话题。不知道从什么时候开始新闻理想这四个字 唉，这年头感觉跟别人谈新闻理想自己都不好意思说出来。遇到过很多真正有新闻理想的朋友，明明本身自己在艰难的坚持着。但是你要跟他谈这件事情，他们也只会自嘲的说一声。新闻理想要那玩意儿有什么用啊？然后急忙给你岔开话题。不知道从什么时候开始新闻理想这四个字，好像变得比笑话还笑话。这确实值得反思，虽然我不后悔读了四年的新闻。但是该说不说，我还是希望在我报专业的时候，张老师打醒的那个人是我。,2023-06-18 23:08,0
文字的力量！其实双方都是一家之言    都是各位借鉴的方向    专业确实很重要   但是更重要的是自己在大学中的感悟    选专业首先要选自己喜欢的    然后再考虑其他因素   因为毕生挚爱抵过所有    但是现在的高考生可能很多都没有方向   那么别害怕人生还很漫长    顺风 文字的力量！其实双方都是一家之言    都是各位借鉴的方向    专业确实很重要   但是更重要的是自己在大学中的感悟    选专业首先要选自己喜欢的    然后再考虑其他因素   因为毕生挚爱抵过所有    但是现在的高考生可能很多都没有方向   那么别害怕人生还很漫长    顺风顺水很好   但是别害怕走错路！    最后祝各位高考生们毕业快乐！,2023-06-18 23:08,0
你觉得张雪峰的言论会得罪传统高校学者吗,2023-06-18 23:08,24
反正我站张雪峰。那些所谓教新闻的所有的功力都用在这种发声上了，其实都是在象牙塔里，屁也不知道，他们也不会为学生的就业和学生的家庭负责。而张雪芳是真的通过自己的了解，在互联网平台，真正的让底层的普通老百姓知道未来的发展，对未来的就业有所掌控。 ,2023-06-18 23:07,2
【新闻学之争不必站队】2023年高考志愿填报，新闻学成功接替“生化环材”，于滔天舆论中扛下了“天坑专业”的标签。近日，网红考研名师张雪峰因一句“孩子非要报新闻学，一定会把他打晕”的言论引起热议，又在重庆大学新闻传播学教授张小强指责其“误导公众”、“吃着传 【新闻学之争不必站队】2023年高考志愿填报，新闻学成功接替“生化环材”，于滔天舆论中扛下了“天坑专业”的标签。近日，网红考研名师张雪峰因一句“孩子非要报新闻学，一定会把他打晕”的言论引起热议，又在重庆大学新闻传播学教授张小强指责其“误导公众”、“吃着传播饭，砸着传播锅”后达到巅峰。双方观点各有支持者。有人力挺张雪峰，普通人家的孩子试错机会和成本少，选专业本就应该更慎重。也有人针锋相对称，任何专业都有人抱怨，“听见蝲蝲蛄叫还能不种庄稼了”？围观当事双方的几轮观点交锋，看似是对“新闻学专业是否值得报考”的激烈探讨，但核心概念早已背道而驰——张雪峰说的更像是生活，而张小强强调的则更多是学科本身。从这个意义上看，无论是张雪峰“出身普通老百姓”的视角，还是张小强“新闻传播是好专业，也看好其前景”的结论，都没有绝对的对错之分。不巧的只是，普通人对“生活”问题的探讨欲望，往往要远大于对枯燥学科的探讨。类似的情况并不罕见。2021年，武汉大学邓红兵教授为“天坑专业”正名，舆论毁誉参半。2022年，因被指责多是“天坑”专业，西湖大学校长施一公不得不亲自下场回应。那时候，“天坑”的标签，还牢牢贴在“生化环材”的身上。志愿填报“避坑”之所以常说常新，大多会被归结于“有梦想之前，要先填饱肚子”的铁律。选专业似乎成了一件要月亮还是要六便士的单选题，被人为地蒙上了一层梦想和现实不可兼得的凄凉色彩。不同的时代发展阶段，可能会造就不同的“王者”专业，“天坑”之说也必然随之出现。往前倒推20年，新闻不也经历过所谓的黄金时期吗？我们不能否认当下某些专业直接关联的“钱景”逊色，但这并不足以成为全盘否定某个专业的理由。“天坑”之说之所以盛行，无外乎负面情绪更容易聚焦，也更容易被放大。劝人学医、天打雷劈，劝人学法、千刀万剐，类似调侃不胜枚举，但真论起来，无论是生化环材，还是医学法律，也没有哪一个专业真正面临关门危机。就像学新闻不一定等于做记者，学什么、做什么以及做好什么，从来都不是绝对的因果关系。在兴趣的基础上适当考虑现实因素无可厚非，但若因所谓的“天坑”之说一叶障目，又多少有些顾此失彼。既然没有哪种专业、哪种工作能够让所有人满意，不妨凭着本心，所有经历皆是成长，适合自己的才是最好的。至于工作，起码是四年之后的事情，那时候的形势之变，谁又说得准呢。“我有两个女儿和一个儿子，他们从来不听我建议。”。上个月，面对“给年轻人提建议”的问题，诺贝尔物理学奖得主丁肇中这句幽默的回应获得满堂喝彩。后来在接受采访时，回忆起母亲一开始也不相信他能学好物理的事情，丁肇中说：“一个人在世界上只走一次，我应该照我的兴趣来做。”。北京商报评论员 杨月涵,2023-06-18 23:07,670
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】张雪峰称孩子报考新闻学先把他打晕。「新闻学专业旨在培养能够在各类媒体从事新闻采访、写作、编辑、评论、摄影等新闻实务以及在党政机关、企事业单位从事新闻宣传的复合型人才」,2023-06-18 23:07,2
避重就轻，人家说的是普通家庭不建议，没说专业不好新闻学毕业的同学，表示：张老师有道理，就业和专业没半毛钱关系！ ,2023-06-18 23:07,13
我真急了，这件事我发了好几条微博，别学新闻学，别学普通学校的新闻学，全国top5的新闻学还值得一选，其他学校我真心劝你算了！ ,2023-06-18 23:07,2
真的很无语……就是说现在所有的专业有几个学校几个专业可以把培养方案和课程设计同社会职业需要完美对应的？不都是要靠自己吗？我也见到很多学新传的同学利用自己学校的资源在大学时期就经营自己的事业经营得风生水起呀。什么专业都一样啊，为什么要把人家的专业一杆子 真的很无语……就是说现在所有的专业有几个学校几个专业可以把培养方案和课程设计同社会职业需要完美对应的？不都是要靠自己吗？我也见到很多学新传的同学利用自己学校的资源在大学时期就经营自己的事业经营得风生水起呀。什么专业都一样啊，为什么要把人家的专业一杆子打死呢？还不让别人站出来反对，事实上就是，很多人在专业一路深耕最后都有了不错的工作和对得起自己努力的报酬，也有很多人最后从事的职业和专业毫无关联。计算机专业被吹上天，有很多科班生拿了很牛的薪资，但是不是也有很多科班生最后不做技术吗？为什么总是要一概而论呢？我真的觉得如果你没体验过一个职业或者一个专业或者一个学校，建议你就不要再建议了，因为真的没什么意义,2023-06-18 23:07,2
这新闻学教授的水平还不如张薇，你换个标题，换成：如何看待张雪峰的爹味说教，保证支持教授的评论指数级别的增长，哈哈 ,2023-06-18 23:07,1
近几天不少教授怒怼张雪峰老师，普通家庭、普通学子一眼就明白现实中谁√谁x？正如一网友说的好：在蜡烛的时代，电灯的出现是一种罪。 ,2023-06-18 23:06,53
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:06,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:05,0
说白了就是一个更落地，一个在象牙塔里，在上面太久了，远离人民久矣 ,2023-06-18 23:05,1
沙茶面不错，但不如担担面过瘾，张雪峰会去吃吗？ ,2023-06-18 23:05,4
如果你姓张名薇我还是建议选新闻传播专业,2023-06-18 23:05,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:05,1
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。（九派新闻）,2023-06-18 23:05,0
新闻学hhhh学的是怎么封别人号吗？ ,2023-06-18 23:04,1
张雪峰在谈生活，某些教授只谈理想，而说到理想，你们搞新闻的教授遇到重大&敏感社会问题的时候有一个是一个只会装聋作哑，屁都不敢放，有什么资格在这儿跟大众谈理想？？？ ,2023-06-18 23:03,548
砖家口碑崩啦，群众们的眼睛是雪亮的！张雪峰说话比较直，被诟病的多的是作为老师口头语有脏话，但是这并不影响他给普通人的很多建议真诚专业，他不是针对所有人，只是有针对性的给建议普通的学子和家长，当他们对未来一片迷茫的时候，有人指引一下，真的人生少走很多弯路 砖家口碑崩啦，群众们的眼睛是雪亮的！张雪峰说话比较直，被诟病的多的是作为老师口头语有脏话，但是这并不影响他给普通人的很多建议真诚专业，他不是针对所有人，只是有针对性的给建议普通的学子和家长，当他们对未来一片迷茫的时候，有人指引一下，真的人生少走很多弯路，有钱有势的学生或者学生家长无所谓的，他们学什么都行，甚至什么都不学也行，有的人出生在罗马，有的人一生也到不了罗马。,2023-06-18 23:02,2
国内新闻学不存在了！新闻已死，流量永生。,2023-06-18 23:02,4
普通家庭理科生，成绩平平，大学到底要怎样选专业,2023-06-18 23:02,0
曾几何时也以为能信誓旦旦说一句一生不悔学新传，但现实是无比残酷的，对于普通人，趁早认识到自己普通也是一件正确的事，且有用。 ,2023-06-18 23:02,6
值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑 值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 23:01,0
这位教授说的有道理吗,2023-06-18 23:01,51
我觉得你俩都不咋地 ,2023-06-18 23:00,0
如果真心考虑就业率，那就应该建议报考搞“分配”的学校，而不是建议报考普通理工类，毕竟下一步人工智能大发展，机器能做的事，还要个破烂理工毕业生干啥？写代码的速度能赶上人家快还是咋滴…… ,2023-06-18 22:59,0
这位教授有几句话说得特别好，很有道理。但是没必要如此长篇大论，很多话明显是偏离议题了。都已经被击倒了，还在强调点数上占优优有意思吗？ ,2023-06-18 22:58,48
：值得反思张雪峰提出的问题，却不要轻信他的结论。6月18日，针对张雪峰老师 称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地 ：值得反思张雪峰提出的问题，却不要轻信他的结论。6月18日，针对张雪峰老师 称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授邹振东 发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-18 22:58,0
挺离谱的。人家张老师个案分析（原视频是根据连线家长的家庭情况和小孩分数给最优建议），你们整个新闻专业在这儿跳什么脚。踩你们心尖尖上了呀,2023-06-18 22:58,283
你看看，果然是新闻学懂得传播懂的避重就轻，张雪峰“骂”了那么多专业，就你们读新闻的出来叭叭个不停,2023-06-18 22:57,105
经济基础决定上层建筑，两个人一个说经济基础一个说上层建筑，都没错，但就像理想和现实永远是两码事。优势出身的人可以直接追求上层建筑，但普通家庭的孩子必须先打好经济基础，否则再怎么追求理想都是空中楼阁。 ,2023-06-18 22:57,7
普通人的我，还是觉得张雪峰老师的话更适合普通人，毕竟80%都是普通人啊！ ,2023-06-18 22:57,44
张雪峰劝家长千万不要给孩子报新闻专业的言论真的是一石激起千层浪！之前有个家长说孩子理科590想报四川大学的新闻学，张雪峰当时就急了，说闭着眼睛选一个都比新闻好。对此言论，重庆大学新闻学教授张小强怒怼，“千万别被网红忽悠，新闻专业能文能武。”厦门大学新闻学 张雪峰劝家长千万不要给孩子报新闻专业的言论真的是一石激起千层浪！之前有个家长说孩子理科590想报四川大学的新闻学，张雪峰当时就急了，说闭着眼睛选一个都比新闻好。对此言论，重庆大学新闻学教授张小强怒怼，“千万别被网红忽悠，新闻专业能文能武。”厦门大学新闻学教授邹振东也发博：“值得反思张雪峰提出的问题，却不要轻信他的结论。”,2023-06-18 22:57,3243
【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多 【：值得反思张雪峰提出的问题，却不要轻信他的结论。】6月18日，针对称孩子报考新闻学先把他打晕言论，厦门大学新闻学教授发博：值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。厦大教授称不要轻信张雪峰的结论 ：值得反思提出...,2023-06-18 22:56,2
建议封杀张雪峰以及类似跳梁小丑自诩为上帝指点江山 无恶不作 ,2023-06-18 22:56,1
张雪峰说过不少专业吧，之前也不让普通家庭的报金融类专业，其他专业从业人员也没这样啊，难道这个新闻学被戳到痛处了？还是他们精于咬文嚼字，断章取义。我真好奇这些所谓教授有没有完整的看过张雪峰所说的内容。 ,2023-06-18 22:55,4
这个教授的话说得很好，是我这些年网络上看到最理性的言论之一。我不一定支持他的观点，但是我对他的表达充满敬意。很多东西不是别人破坏了他们的奶酪，是自己把奶酪做坏了或者那种奶酪的的确确是落伍了。比如某中华传统技艺，被吹上天了仍然无法用事实证明它的卓越，有 这个教授的话说得很好，是我这些年网络上看到最理性的言论之一。我不一定支持他的观点，但是我对他的表达充满敬意。很多东西不是别人破坏了他们的奶酪，是自己把奶酪做坏了或者那种奶酪的的确确是落伍了。比如某中华传统技艺，被吹上天了仍然无法用事实证明它的卓越，有人说真正的大师不屑显露或者卓越者只在古代没有传承而已。试问，都好上天了东西怎么会没人传承？道理上就讲不通。人们用脚投票，这就是历史潮流，顺之者昌盛逆之者淘汰。抬着行将就木的东西摆在供桌上按头让人膜拜，无异于耍流氓。,2023-06-18 22:54,17
如果一个人的知识真的是公理，那这个人就没有价值了。 ,2023-06-18 22:54,0
是真糊涂还是装糊涂？中国哪来的新闻专业？只有宣传专业。 ,2023-06-18 22:53,0
他这个是家长咨询的个例分析，新闻学不适合那个男生这几个教授在这里扯东扯西……干什么… ,2023-06-18 22:51,0
别蹭,2023-06-18 22:51,0
1 ,2023-06-18 22:51,0
传统高校对张雪峰,2023-06-18 22:50,53
支持张雪峰老师 ,2023-06-18 22:50,8
其实文科专业，我个人认为还是选法学，因为文科大部分最好的出路就是考公，法学，一般比较适合考公。文科生就业就那样，反正很多文科生最后进了大学都是被调剂的，很少是自己主动想学的，文科来来去去好就业的就是师范，法学，也没有什么体面的工作了，现在主要是快高考 其实文科专业，我个人认为还是选法学，因为文科大部分最好的出路就是考公，法学，一般比较适合考公。文科生就业就那样，反正很多文科生最后进了大学都是被调剂的，很少是自己主动想学的，文科来来去去好就业的就是师范，法学，也没有什么体面的工作了，现在主要是快高考填报志愿了，所以张雪峰关于新闻学专业的言论才会争论这么久。大部分文科专业没有什么技术含量的，一般穷孩子学医、学研发等辛苦工作，而文科确实相对适合富家子弟学。,2023-06-18 22:50,28
太牛啦！对厦门大学好感度真的飙升！前几天还看到了厦门大学的教授王诺退出学界的文章，真的好棒哦～虽不能至，心向往之,2023-06-18 22:50,0
教授没有就业压力，理解不了张雪峰的观点。选新闻专业，未来就业是个大问题。早几年纸媒垮塌的时候，很多媒体人往公关公司和企业跑，或者做自媒体，现在做啥都不好做了，如果不是家境特别好，没必要选择这个行业。讲真，那个出海打鱼，实习就一万四的专业，值得选择。 ,2023-06-18 22:48,40
普通人要是信了这个教授不信张雪峰就完咯 ,2023-06-18 22:48,84
这教授真是一点也不接地气，特别是第6条，“专业不行，考研很卷，但我是教授我要坚守”…人家说的是芸芸大众，你自嗨。你都说了新闻学生这么多难处，还扯理想。你这仿佛就是说“农民种地虽苦，钱少，但是我们地主一定要把伟大的卖地发扬光大”,2023-06-18 22:48,3
,2023-06-18 22:47,0
你认为张雪峰得建议对考生有帮助吗,2023-06-18 22:46,51
这个话题的讨论意义其实不大。因为，每个人的表态都有自己的立场。你讲你的，我说我的，鸡同鸭讲。我来确认下应该凝聚的共识吧。第一，传播很重要，可以不懂新闻学，但是要懂传播。第二，打铁还需自身硬，新闻传播行不行，归根结底还要看自身。第三，要允许 这个话题的讨论意义其实不大。因为，每个人的表态都有自己的立场。你讲你的，我说我的，鸡同鸭讲。我来确认下应该凝聚的共识吧。第一，传播很重要，可以不懂新闻学，但是要懂传播。第二，打铁还需自身硬，新闻传播行不行，归根结底还要看自身。第三，要允许别人质疑，不要一看到质疑就上头。第四，新闻传播专业脱离现实、背离学界的现象，值得警惕。第五，要想让自己说的话被人信服，就要有拿得出手的作品。张小强为什么跟猴子似的被耍了又耍，本事不大脾气不小，讲的话不着四六。其余的讲给大家补充吧。,2023-06-18 22:46,57
